"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765129537-115,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtements Enfants"",""3 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3091353_uploaded_image1_1619918261.jpg"""
"1765129537-116,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Pantalons jeans enfants"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3091181_uploaded_image1_1619912235.jpg"""
"1765129537-117,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble petit garçon"",""Prix sur demande"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3088972_uploaded_image1_1619825459.jpg"""
"1765129537-118,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe enfant"",""Prix sur demande"",""Les Parcelles Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3088723_uploaded_image1_1619814031.jpg"""
"1765129537-119,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Tunique enfant"",""Prix sur demande"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3087733_uploaded_image1_1619763855.jpg"""
"1765129537-120,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtements friperie enfants"",""1 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3087186_uploaded_image1_1619724786.jpg"""
"1765129537-121,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Chemise enfant"",""2 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3086775_uploaded_image1_1619710616.jpg"""
"1765129537-122,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtement enfants"",""2 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3086774_uploaded_image1_1619710562.jpg"""
"1765129537-123,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Chemise enfant"",""2 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3086770_uploaded_image1_1619710501.jpg"""
"1765129537-124,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe fillette"",""Prix sur demande"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3086234_uploaded_image1_1619695623.jpg"""
"1765129537-125,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe fillette"",""Prix sur demande"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3086230_uploaded_image1_1619695571.jpg"""
"1765129537-126,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe fillette"",""Prix sur demande"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3086229_uploaded_image1_1619695508.jpg"""
"1765129537-127,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe fillette"",""Prix sur demande"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3086225_uploaded_image1_1619695446.jpg"""
"1765129537-128,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe fillette"",""Prix sur demande"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3086220_uploaded_image1_1619695388.jpg"""
"1765129537-129,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe fillette"",""Prix sur demande"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3083787_uploaded_image1_1619562155.jpg"""
"1765129537-130,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble enfants"",""1 300CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3083311_uploaded_image1_1619543622.jpg"""
"1765129537-131,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtements enfants"",""10 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3079390_uploaded_image3_1619366149.jpeg"""
"1765129537-132,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Boxer enfant"",""6 500CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3077069_uploaded_image1_1619214743.jpg"""
"1765129537-133,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble fille"",""2 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg"""
"1765129537-134,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble fille"",""2 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg"""
"1765129537-135,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtements enfant"",""15 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3067708_uploaded_image1_1618829674.jpg"""
"1765129537-136,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Body bébé"",""10 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3067317_uploaded_image1_1618813231.jpg"""
"1765129537-137,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Grenouillère bébé"",""3 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3067315_uploaded_image1_1618813047.jpg"""
"1765129537-138,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble enfant"",""7 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg"""
"1765129537-139,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble vêtement enfant"",""7 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg"""
"1765129537-140,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble bébé"",""7 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3061601_uploaded_image1_1618503055.jpg"""
"1765129537-141,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Lacoste enfant"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg"""
"1765129537-142,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Pantalon enfant"",""3 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg"""
"1765129537-143,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtements enfants"",""3 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3056595_uploaded_image1_1618314916.jpg"""
"1765129537-144,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Pantalon enfant"",""2 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg"""
"1765129537-145,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe enfant"",""3 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3056583_uploaded_image1_1618314776.jpg"""
"1765129537-146,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe enfant"",""2 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3056578_uploaded_image1_1618314619.jpg"""
"1765129537-147,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""T-shirt enfant"",""2 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3056575_uploaded_image1_1618314552.jpg"""
"1765129537-148,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtement enfant"",""3 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3056574_uploaded_image1_1618314483.jpg"""
"1765129537-149,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble blouson enfant"",""6 500CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3053772_uploaded_image1_1618187520.jpg"""
"1765129537-150,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""T-shirt enfant"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3051993_uploaded_image1_1618077955.jpg"""
"1765129537-151,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble  body et collant"",""2 500CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3043879_uploaded_image1_1617740872.jpg"""
"1765129537-152,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtements enfants"",""500CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3041195_uploaded_image1_1617633853.jpg"""
"1765129537-153,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtements enfants"",""1 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3041189_uploaded_image1_1617633624.jpg"""
"1765129537-154,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensembles pour enfants"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3038305_uploaded_image1_1617474792.jpg"""
"1765129537-155,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Set de baptême"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3038303_uploaded_image1_1617474759.jpg"""
"1765129537-156,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble enfants"",""15 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3038014_uploaded_image1_1617463542.jpg"""
"1765129537-157,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Vêtements enfants"",""15 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3038010_uploaded_image1_1617463363.jpg"""
"1765129537-158,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble enfant"",""15 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3037998_uploaded_image1_1617463131.jpg"""
"1765129537-159,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Grenouillère"",""1 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3037698_uploaded_image1_1617454183.jpg"""
"1765129537-160,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Body enfant"",""500CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3037697_uploaded_image1_1617454125.jpg"""
"1765129537-161,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensembles enfant + chapeau"",""1 500CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3037692_uploaded_image1_1617454021.jpg"""
"1765129537-162,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble enfant"",""2 500CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3037689_uploaded_image1_1617453933.jpg"""
"1765129537-163,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble bébé"",""9 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3035855_uploaded_image1_1617379859.jpg"""
"1765129537-164,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble blouson enfant"",""8 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3035799_uploaded_image2_1617378839.jpeg"""
"1765129537-165,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Barboteuse"",""1 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3033102_uploaded_image1_1617286526.jpg"""
"1765129537-166,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble enfant"",""2 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3033057_uploaded_image1_1617285824.jpg"""
"1765129537-167,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Robe fille"",""11 500CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3032229_uploaded_image1_1617269385.jpg"""
"1765129537-168,""https://sn.coinafrique.com/categorie/vetements-enfants?page=9"",""Ensemble bébé"",""6 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3032224_uploaded_image1_1617269304.jpg"""
"1765129540-169,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Ensemble bébé"",""7 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg"""
"1765129540-170,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Grenouillère bébé"",""6 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3374507_uploaded_image1_1633645210.jpg"""
"1765129540-171,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Articles bébés"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3395767_uploaded_image1_1634755870.jpg"""
"1765129540-172,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Robe bébé"",""1 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3395494_uploaded_image1_1634745752.jpg"""
"1765129540-173,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Vêtement bébé"",""1 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3395485_uploaded_image3_1634745594.jpeg"""
"1765129540-174,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Vêtements enfants"",""2 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3395480_uploaded_image1_1634745484.jpg"""
"1765129540-175,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Grenouillère bébé"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3340891_uploaded_image1_1631956848.jpg"""
"1765129540-176,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Grenouillère bébé"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3340897_uploaded_image1_1631956928.jpg"""
"1765129540-177,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Vêtements enfant"",""Prix sur demande"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg"""
"1765129540-178,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Short de friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg"""
"1765129540-179,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Jeans de friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg"""
"1765129540-180,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Jeans de friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3365566_uploaded_image1_1633264236.jpg"""
"1765129540-181,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Jeans de friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3365564_uploaded_image1_1633264163.jpg"""
"1765129540-182,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Short de friperie"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3365562_uploaded_image1_1633264117.jpg"""
"1765129540-183,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Caleçon enfant"",""Prix sur demande"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg"""
"1765129540-184,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Tee-shirt enfant"",""4 000CFA"",""Tambacounda, Sénégal"",""https://images.coinafrique.com/thumb_3344999_uploaded_image1_1632183344.jpg"""
"1765129540-185,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Ensemble pour bébé"",""Prix sur demande"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3342098_uploaded_image1_1632007227.jpg"""
"1765129540-186,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Vêtements enfant"",""4 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3339695_uploaded_image1_1631884032.jpg"""
"1765129540-187,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Robe enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3338087_uploaded_image1_1631803844.jpg"""
"1765129540-188,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Pantalon enfant"",""5 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3334446_uploaded_image1_1631630022.jpg"""
"1765129540-189,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Pantalon enfant"",""5 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3334439_uploaded_image1_1631629866.jpg"""
"1765129540-190,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Vêtements enfants"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3330818_uploaded_image1_1631454754.jpg"""
"1765129540-191,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Maillot enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3323046_uploaded_image1_1631093504.jpg"""
"1765129540-192,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Hijab  enfant"",""1 500CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3319762_uploaded_image1_1630942932.jpg"""
"1765129540-193,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Ensemble garçon"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3312390_uploaded_image1_1630601676.jpg"""
"1765129540-194,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Ensemble garçon"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3312388_uploaded_image1_1630601614.jpg"""
"1765129540-195,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Ensemble   garçon"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3312381_uploaded_image1_1630601429.jpg"""
"1765129540-196,""https://sn.coinafrique.com/categorie/vetements-enfants?page=8"",""Ensemble costume garçon"",""22 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3312379_uploaded_image1_1630601374.jpg"""
