"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128901-332,""https://sn.coinafrique.com/categorie/chaussures-homme?page=7"",""Chaussures homme"",""10 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5316095_uploaded_image1_1746622601.jpg"""
"1765128901-333,""https://sn.coinafrique.com/categorie/chaussures-homme?page=7"",""Berluti shadow"",""52 999CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5277969_uploaded_image1_1744410720.jpg"""
"1765128901-334,""https://sn.coinafrique.com/categorie/chaussures-homme?page=7"",""Mocassins homme"",""13 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314681_uploaded_image1_1746544988.jpg"""
"1765128901-335,""https://sn.coinafrique.com/categorie/chaussures-homme?page=7"",""Chaussures homme"",""13 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5312252_uploaded_image1_1746435076.jpg"""
"1765128901-336,""https://sn.coinafrique.com/categorie/chaussures-homme?page=7"",""Chaussures homme"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5311673_uploaded_image1_1746390255.jpg"""
"1765128909-337,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Babouche hommes"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5351566_uploaded_image1_1748560780.jpg"""
"1765128909-338,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5351559_uploaded_image1_1748560482.jpg"""
"1765128909-339,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5351558_uploaded_image1_1748560435.jpg"""
"1765128909-340,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5351557_uploaded_image1_1748560355.jpg"""
"1765128909-341,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5341252_uploaded_image1_1747953598.jpg"""
"1765128909-342,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357454_uploaded_image1_1748906110.jpg"""
"1765128909-343,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357431_uploaded_image1_1748905422.jpg"""
"1765128909-344,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357425_uploaded_image1_1748905162.jpg"""
"1765128909-345,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357418_uploaded_image1_1748904948.jpg"""
"1765128909-346,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357416_uploaded_image1_1748904881.jpg"""
"1765128909-347,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5362529_uploaded_image1_1749164594.jpg"""
"1765128909-348,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5362520_uploaded_image1_1749164124.jpg"""
"1765128909-349,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5362514_uploaded_image1_1749163692.jpg"""
"1765128909-350,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5355476_uploaded_image1_1748815189.jpg"""
"1765128909-351,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5355462_uploaded_image1_1748814534.jpg"""
"1765128909-352,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5355453_uploaded_image1_1748814029.jpg"""
"1765128909-353,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342583_uploaded_image1_1748031990.jpg"""
"1765128909-354,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342587_uploaded_image1_1748032191.jpg"""
"1765128909-355,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Baskets Vans Knu Skool"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365742_uploaded_image1_1749418905.jpg"""
"1765128909-356,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures cuir"",""20 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5330113_uploaded_image1_1747337081.jpg"""
"1765128909-357,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5348410_uploaded_image1_1748373021.jpg"""
"1765128909-358,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""9 500CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365566_uploaded_image1_1749410561.jpg"""
"1765128909-359,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5329841_uploaded_image1_1747328617.jpg"""
"1765128909-360,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352616_uploaded_image1_1748628699.jpg"""
"1765128909-361,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Babouche hommes"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352617_uploaded_image1_1748628750.jpg"""
"1765128909-362,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5329838_uploaded_image1_1747328563.jpg"""
"1765128909-363,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352618_uploaded_image1_1748628798.jpg"""
"1765128909-364,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352608_uploaded_image1_1748628558.jpg"""
"1765128909-365,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352612_uploaded_image1_1748628640.jpg"""
"1765128909-366,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5339072_uploaded_image1_1747848346.jpg"""
"1765128909-367,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""20 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5339056_uploaded_image1_1747847898.jpg"""
"1765128909-368,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352594_uploaded_image1_1748628110.jpg"""
"1765128909-369,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Babouche hommes"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352597_uploaded_image1_1748628223.jpg"""
"1765128909-370,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352599_uploaded_image1_1748628301.jpg"""
"1765128909-371,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5339050_uploaded_image1_1747847679.jpg"""
"1765128909-372,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352585_uploaded_image1_1748627915.jpg"""
"1765128909-373,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344859_uploaded_image1_1748194369.jpg"""
"1765128909-374,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5339043_uploaded_image1_1747847564.jpg"""
"1765128909-375,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352582_uploaded_image1_1748627619.jpg"""
"1765128909-376,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352579_uploaded_image1_1748627471.jpg"""
"1765128909-377,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344847_uploaded_image1_1748194098.jpg"""
"1765128909-378,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344836_uploaded_image1_1748193643.jpg"""
"1765128909-379,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5326084_uploaded_image1_1747152804.jpg"""
"1765128909-380,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures  homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5326073_uploaded_image1_1747152250.jpg"""
"1765128909-381,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5326060_uploaded_image1_1747151959.jpg"""
"1765128909-382,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5326065_uploaded_image1_1747152038.jpg"""
"1765128909-383,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""20 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5335718_uploaded_image1_1747671521.jpg"""
"1765128909-384,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5358876_uploaded_image1_1748971049.jpg"""
"1765128909-385,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5320664_uploaded_image1_1746830837.jpg"""
"1765128909-386,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5320634_uploaded_image1_1746829909.jpg"""
"1765128909-387,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5320656_uploaded_image1_1746830707.jpg"""
"1765128909-388,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5320628_uploaded_image1_1746829675.jpg"""
"1765128909-389,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5364177_uploaded_image1_1749301086.jpg"""
"1765128909-390,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5318675_uploaded_image1_1746735235.jpg"""
"1765128909-391,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Sandales orthopédique"",""17 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5318493_uploaded_image1_1746728698.jpg"""
"1765128909-392,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Baskets Nike JA 1"",""20 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5362506_uploaded_image1_1749163263.jpg"""
"1765128909-393,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures Wallabess"",""16 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314916_uploaded_image1_1746554149.jpg"""
"1765128909-394,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""16 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314910_uploaded_image1_1746554047.jpg"""
"1765128909-395,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314898_uploaded_image1_1746553752.jpg"""
"1765128909-396,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Babouche / bonnet"",""15 000CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5360403_uploaded_image1_1749049684.jpg"""
"1765128909-397,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5360164_uploaded_image1_1749041699.jpg"""
"1765128909-398,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5360111_uploaded_image1_1749039993.jpg"""
"1765128909-399,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Sandales homme"",""Prix sur demande"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5360021_uploaded_image1_1749037309.jpg"""
"1765128909-400,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures Unisexe"",""14 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359386_uploaded_image1_1748994671.jpg"""
"1765128909-401,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Baskets Aire Force One"",""14 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359383_uploaded_image1_1748994555.jpg"""
"1765128909-402,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5313318_uploaded_image1_1746471196.jpg"""
"1765128909-403,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Sandales orthopédique"",""10 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5313151_uploaded_image1_1746464604.jpg"""
"1765128909-404,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Sabot orthopédique"",""12 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5313152_uploaded_image1_1746464722.jpg"""
"1765128909-405,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme en cuir"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359026_uploaded_image1_1748977576.jpg"""
"1765128909-406,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures en cuir"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359022_uploaded_image1_1748977431.jpg"""
"1765128909-407,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359020_uploaded_image1_1748977345.jpg"""
"1765128909-408,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures Hermes"",""14 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359016_uploaded_image1_1748977243.jpg"""
"1765128909-409,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures homme"",""Prix sur demande"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5358670_uploaded_image1_1748962573.jpg"""
"1765128909-410,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures hommes"",""14 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5358423_uploaded_image1_1748954041.jpg"""
"1765128909-411,""https://sn.coinafrique.com/categorie/chaussures-homme?page=6"",""Chaussures Tommy"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5358420_uploaded_image1_1748953921.jpg"""
