"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128102-116,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Jacket en jeans"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5046241_uploaded_image1_1731704736.jpg"""
"1765128102-117,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Abaya homme"",""10 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4995725_uploaded_image1_1729028892.jpg"""
"1765128102-118,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble Nike tech"",""40 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5032793_uploaded_image1_1731030761.jpg"""
"1765128102-119,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T-shirt"",""2 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5029024_uploaded_image1_1730854647.jpg"""
"1765128102-120,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble Luis Vuitton"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5028589_uploaded_image1_1730831295.jpg"""
"1765128102-121,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Vêtements mixte"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5024561_uploaded_image1_1730640307.jpg"""
"1765128102-122,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Vêtements homme"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5023466_uploaded_image1_1730561147.jpg"""
"1765128102-123,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T-shirts  kàddu dund"",""4 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5022929_uploaded_image1_1730540191.jpg"""
"1765128102-124,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble lin homme"",""15 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5021535_uploaded_image1_1730468104.jpg"""
"1765128102-125,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme"",""15 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5021529_uploaded_image1_1730467933.jpg"""
"1765128102-126,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble blousons Nike teck"",""28 000CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5020704_uploaded_image1_1730422547.jpg"""
"1765128102-127,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Patalon"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5019694_uploaded_image1_1730382950.jpg"""
"1765128102-128,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Sort cotton"",""3 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4976520_uploaded_image1_1728030825.jpg"""
"1765128102-129,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T. Shirt perforè"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4976517_uploaded_image1_1728030673.jpg"""
"1765128102-130,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme"",""Prix sur demande"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5012650_uploaded_image1_1729966550.jpg"""
"1765128102-131,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Liquette"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4967156_uploaded_image1_1727620453.jpg"""
"1765128102-132,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T-shirt"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961445_uploaded_image1_1727269041.jpg"""
"1765128102-133,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Casquette homme"",""4 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961432_uploaded_image1_1727268622.jpg"""
"1765128102-134,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T-shirt homme"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961438_uploaded_image1_1727268883.jpg"""
"1765128102-135,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961420_uploaded_image1_1727268297.jpg"""
"1765128102-136,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme turquie"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961416_uploaded_image1_1727268241.jpg"""
"1765128102-137,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme adulte a 15ans"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961371_uploaded_image1_1727266653.jpg"""
"1765128102-138,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Polo Lacoste pour enfant"",""4 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961359_uploaded_image1_1727266345.jpg"""
"1765128102-139,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Pantalon"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961329_uploaded_image1_1727265707.jpg"""
"1765128102-140,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961339_uploaded_image1_1727265839.jpg"""
"1765128102-141,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme"",""5 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961347_uploaded_image1_1727266023.jpg"""
"1765128102-142,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961354_uploaded_image1_1727266098.jpg"""
"1765128102-143,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Pantalon"",""4 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961324_uploaded_image1_1727265600.jpg"""
"1765128102-144,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T-shirts"",""2 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_5005072_uploaded_image1_1729552152.jpg"""
"1765128102-145,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Pantalons homme"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4960439_uploaded_image1_1727215770.jpg"""
"1765128102-146,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Vêtements homme"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4960438_uploaded_image1_1727215689.jpg"""
"1765128102-147,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T-shirts en coton"",""5 000CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4960433_uploaded_image1_1727215491.jpg"""
"1765128102-148,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble pour homme"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4997731_uploaded_image1_1729118095.jpg"""
"1765128102-149,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble Kaki Lacoste"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4997728_uploaded_image1_1729117994.jpg"""
"1765128102-150,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble Adidas"",""35 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4997542_uploaded_image2_1729108754.jpeg"""
"1765128102-151,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Vêtements homme"",""7 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4994460_uploaded_image1_1728984578.jpg"""
"1765128102-152,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4991870_uploaded_image1_1728850097.jpg"""
"1765128102-153,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble jogging homme"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4990863_uploaded_image1_1728778002.jpg"""
"1765128102-154,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble jogging homme"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4990862_uploaded_image1_1728777940.jpg"""
"1765128102-155,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Abaya marocaine"",""7 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4987957_uploaded_image1_1728624109.jpg"""
"1765128102-156,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Complet homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4987767_uploaded_image1_1728602707.jpg"""
"1765128102-157,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble d'art"",""5 000CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4985177_uploaded_image1_1728490366.jpg"""
"1765128102-158,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble homme"",""5 000CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4985171_uploaded_image1_1728490161.jpg"""
"1765128102-159,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T-shirts"",""15 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4983392_uploaded_image1_1728406853.jpg"""
"1765128102-160,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Vestes d'hiver imperméables en nylon"",""14 000CFA"",""Patte d'oie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4981707_uploaded_image1_1728330503.jpg"""
"1765128102-161,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Pantalon jonguine"",""7 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_4980672_uploaded_image1_1728290459.jpg"""
"1765128102-162,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""T-shirts"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4973499_uploaded_image1_1727897366.jpg"""
"1765128102-163,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Abaya homme"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4932581_uploaded_image2_1725710913.jpeg"""
"1765128102-164,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Ensemble caleçon et sous vêtements"",""3 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4927319_uploaded_image1_1725459480.jpg"""
"1765128102-165,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Short"",""4 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4925578_uploaded_image1_1725384528.jpg"""
"1765128102-166,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""chemise lin"",""8 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4968714_uploaded_image1_1727707756.jpg"""
"1765128102-167,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""Costumes et tenues africaines"",""35 000CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4968391_uploaded_image1_1727697449.jpg"""
"1765128102-168,""https://sn.coinafrique.com/categorie/vetements-homme?page=9"",""kimono homme"",""10 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4968329_uploaded_image1_1727695624.jpg"""
"1765128106-169,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Vetements homme"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5066572_uploaded_image1_1732835951.jpg"""
"1765128106-170,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Pull homme"",""6 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5107087_uploaded_image2_1735155580.jpeg"""
"1765128106-171,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Pull-over à capuche"",""8 500CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5107078_uploaded_image1_1735154997.jpg"""
"1765128106-172,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Pulls over"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5106791_uploaded_image1_1735135673.jpg"""
"1765128106-173,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Vetements homme"",""15 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"""
"1765128106-174,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Vêtements homme"",""Prix sur demande"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5063976_uploaded_image1_1732703634.jpg"""
"1765128106-175,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Pantalons kaki"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5103711_uploaded_image1_1734928985.jpg"""
"1765128106-176,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Chemises africaine pour homme"",""12 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5102794_uploaded_image1_1734858570.jpg"""
"1765128106-177,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Madras chemise"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5059323_uploaded_image1_1732454589.jpg"""
"1765128106-178,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Jellaba homme"",""11 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5102016_uploaded_image1_1734786693.jpg"""
"1765128106-179,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""12 gens calisson"",""15 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5101532_uploaded_image1_1734746874.jpg"""
"1765128106-180,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Liquette bombos og"",""8 900CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5101531_uploaded_image1_1734746760.jpg"""
"1765128106-181,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Ensemble pull"",""16 900CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5101530_uploaded_image1_1734746678.jpg"""
"1765128106-182,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Pull capison coton"",""8 900CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5101529_uploaded_image1_1734746594.jpg"""
"1765128106-183,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Ensemble pull  coton"",""16 900CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5101528_uploaded_image1_1734746493.jpg"""
"1765128106-184,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Blouson en coton"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5100696_uploaded_image1_1734700994.jpg"""
"1765128106-185,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Chemise homme"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5054605_uploaded_image1_1732183413.jpg"""
"1765128106-186,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Chemise homme"",""8 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5054595_uploaded_image1_1732183262.jpg"""
"1765128106-187,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Chemise  homme"",""9 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5054589_uploaded_image1_1732183096.jpg"""
"1765128106-188,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Lacoste  coton"",""8 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5054125_uploaded_image1_1732145023.jpg"""
"1765128106-189,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Chemise longues manches"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5053060_uploaded_image1_1732104559.jpg"""
"1765128106-190,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Chemise homme"",""9 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5053062_uploaded_image1_1732104635.jpg"""
"1765128106-191,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Ensemble"",""12 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5095650_uploaded_image1_1734430886.jpg"""
"1765128106-192,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Ensemble Lins"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5095646_uploaded_image1_1734430818.jpg"""
"1765128106-193,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Chemise EL hadji - Djallabe"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5052780_uploaded_image1_1732093902.jpg"""
"1765128106-194,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Ensemble homme"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5092914_uploaded_image1_1734276390.jpg"""
"1765128106-195,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Ensemble homme"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5092912_uploaded_image1_1734276304.jpg"""
"1765128106-196,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Chemise homme"",""10 000CFA"",""Mariste, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5092529_uploaded_image1_1734245850.jpg"""
"1765128106-197,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Ensemble  blouson homme"",""13 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5048722_uploaded_image1_1731877991.jpg"""
"1765128106-198,""https://sn.coinafrique.com/categorie/vetements-homme?page=8"",""Ensemble  femme"",""22 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5048700_uploaded_image1_1731877499.jpg"""
